"Nom","Identifiant","Type","Sous-type","Sous-type","Commune","Code postal","Code INSEE","Département","Région","Latitude","Longitude","Site internet","Créateur","Mise à jour","Mise à jour DATAtourisme"
"Terra Aventura : Filez, pauvres fous !","ASCAQU024V50GPLI","Produit","Pratique",,"Jumilhac-le-Grand","24630","24218","Dordogne","Nouvelle-Aquitaine","45.493","1.06096","https://www.perigord-limousin-tourisme.com/decouvrez-nos-pepites/terra-aventura-l-incroyable-chasse-aux-tresors/","Isle-Auvézère","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : Les fines lames du Périgord","ASCAQU024V50GPCA","Produit","Pratique",,"Nontron","24300","24311","Dordogne","Nouvelle-Aquitaine","45.530402","0.662239","https://www.tourisme-perigord-nontronnais.fr/","Parc Naturel Régional Périgord-Limousin","2026-01-01T00:00:00.000Z","2026-06-27T02:27:42.246Z"
"Géocaching Terra Aventura : un drôle de guépier","5758068","Lieu","Site sportif, récréatif et de loisirs",,"Guizengeard","16480","16161","Charente","Nouvelle-Aquitaine","45.30161","-0.107144","https://www.sudcharentetourisme.fr/","Office de tourisme du Sud Charente","2025-03-24T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : Bourdeilles, nul ne vaincra","ASCAQU024V50JLH9","Produit","Pratique",,"Bourdeilles","24310","24055","Dordogne","Nouvelle-Aquitaine","45.4523579","0.45340699",,"Val de Dronne","2026-08-14T00:00:00.000Z","2026-08-15T01:44:22.525Z"
"Tèrra Aventura : Trop fortes ces Mirebalaises !","ASCAQU086V50172K","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Mirebeau","86110","86160","Vienne","Nouvelle-Aquitaine","46.7857338","0.1811375","https://www.terra-aventura.fr/parcours","Office de Tourisme du Haut-Poitou","2026-06-16T00:00:00.000Z","2026-06-27T02:27:42.244Z"
"Tèrra Aventura : Zahan, sors de ta coquille !","ASCAQU086V50172S","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Ayron","86190","86017","Vienne","Nouvelle-Aquitaine","46.6587578","0.0859965","https://www.terra-aventura.fr/parcours","Office de Tourisme du Haut-Poitou","2026-06-16T00:00:00.000Z","2026-06-17T03:11:07.692Z"
"Tèrra Aventura : Sans Clo, ni Vis...","ASCAQU086V50172W","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Vouillé","86190","86294","Vienne","Nouvelle-Aquitaine","46.6387381","0.1665108","https://www.terra-aventura.fr/parcours","Office de Tourisme du Haut-Poitou","2026-08-10T00:00:00.000Z","2026-08-11T02:02:15.314Z"
"Tèrra Aventura : Gargantua vous rend ""Cherves"" !","ASCAQU086V50172Z","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Cherves","86170","86073","Vienne","Nouvelle-Aquitaine","46.717132","0.016743","https://www.terra-aventura.fr/parcours","Office de Tourisme du Haut-Poitou","2026-08-10T00:00:00.000Z","2026-08-11T02:02:15.314Z"
"Terra Aventura - Cette bastide, il lui manque une case !","ASCAQU064V5BKBX5","Produit","Pratique",,"La Bastide-Clairence","64240","64289","Pyrénées-Atlantiques","Nouvelle-Aquitaine","43.42929","-1.25596","https://www.terra-aventura.fr/","Office de Tourisme Pays Basque","2026-01-28T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : Le grand Trouveur d'Excideuil ...","ASCAQU024V50FE2L","Produit","Pratique",,"Excideuil","24160","24164","Dordogne","Nouvelle-Aquitaine","45.340019","1.0489059",,"Isle-Auvézère","2025-07-10T00:00:00.000Z","2026-06-27T02:27:42.246Z"
"Tèrra Aventura :  La commande du Monsieur d'Issigeac","ASCAQU024V50FAXT","Produit","Pratique",,"Issigeac","24560","24212","Dordogne","Nouvelle-Aquitaine","44.7308301","0.60655442","https://www.terra-aventura.fr/caches/la-commande-du-monsieur-dissigeac","Pays de Bergerac, Vignoble & Bastides","2026-04-18T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : Zekid, Prince des voleurs","ASCAQU024V50FA9H","Produit","Pratique",,"Mareuil en Périgord","24340","24253","Dordogne","Nouvelle-Aquitaine","45.4523579","0.45340699",,"Val de Dronne","2026-08-14T00:00:00.000Z","2026-08-15T01:44:22.524Z"
"Tèrra Aventura : Viva Laàs Vegas !","ASCAQU064V5A9Y3A","Produit","Pratique",,"Laàs","64390","64287","Pyrénées-Atlantiques","Nouvelle-Aquitaine","43.3812448","-0.8508369",,"OT Béarn des Gaves","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : Sent Rafeu code","ASCAQU024V50D69F","Produit","Pratique",,"Savignac-Lédrier","24160","24526","Dordogne","Nouvelle-Aquitaine","45.3065241","1.07600083","https://www.naturellementperigord.fr/","Isle-Auvézère","2026-01-01T00:00:00.000Z","2026-06-27T02:27:42.243Z"
"Terra Aventura : Bougies à tout prix","ASCAQU024V50OU00","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs",,"Mussidan","24400","24299","Dordogne","Nouvelle-Aquitaine","45.038588","0.36181146","https://www.terra-aventura.fr/comment-jouer","Vallée de l'Isle en Périgord","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.124Z"
"Tèrra aventura - Saint-Jean-d'Angély","7941308","Lieu","Site sportif, récréatif et de loisirs",,"Saint-Jean-d'Angély","17400","17347","Charente-Maritime","Nouvelle-Aquitaine","45.94535","-0.536671","https://www.destinationvalsdesaintonge.com/,https://www.terra-aventura.fr/","Office de Tourisme des Vals de Saintonge","2026-08-05T00:00:00.000Z","2026-08-06T06:35:59.470Z"
"Terra Aventura : Basajaun et les hêtres fantastiques","ASCAQU064V5AR4OK","Produit","Pratique",,"Larrau","64560","64316","Pyrénées-Atlantiques","Nouvelle-Aquitaine","43.0364508","-1.0348967",,"Office de Tourisme Pays Basque","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : des sources, des baleines et des marins","ASCAQU064V5AR3QP","Produit","Pratique",,"Bidart","64210","64125","Pyrénées-Atlantiques","Nouvelle-Aquitaine","43.4416193","-1.5877474","https://www.bidarttourisme.com/fr/accueil","OT Bidart","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura - Les laminak cherchent la ""Baigarre""","ASCAQU064V5ARDWA","Produit","Pratique",,"Irissarry","64780","64273","Pyrénées-Atlantiques","Nouvelle-Aquitaine","43.257029","-1.232852","https://www.terra-aventura.fr/","Office de Tourisme Pays Basque","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura : Aux vendanges, les p'tits bouchons !","ASCAQU040V50OQAT","Produit","Pratique",,"Mugron","40250","40201","Landes","Nouvelle-Aquitaine","43.7491883","-0.7457343","http://www.chalosse.fr/","OT Terres de Chalosse","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : les Doublauds font la paire","ASCAQU024V50FTVW","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Échourgnac","24410","24159","Dordogne","Nouvelle-Aquitaine","45.1314256","0.26517779",,"Vallée de l'Isle en Périgord","2026-03-03T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : à la découverte de la bastide royale","ASCAQU033V50WXL2","Produit","Pratique",,"Libourne","33500","33243","Gironde","Nouvelle-Aquitaine","44.9107725","-0.2414378","http://www.tourisme-libournais.com/","OTI du Libournais","2026-01-06T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : Angélique belle de l'estuaire","ASCAQU033V50X3SS","Produit","Pratique",,"Pauillac","33250","33314","Gironde","Nouvelle-Aquitaine","45.193145","-0.744338","https://www.terra-aventura.fr/parcours","OT Médoc-Vignoble","2026-05-28T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Géocaching Terra Aventura : Les Chevaliers du Bandiat","5682613","Lieu","Site sportif, récréatif et de loisirs",,"Marthon","16380","16211","Charente","Nouvelle-Aquitaine","45.61376","0.442602",,"Office de Tourisme La Rochefoucauld Porte du Périgord","2021-04-20T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura - Geocaching ""En nature Simone""","7863851","Lieu","Site sportif, récréatif et de loisirs",,"Mornac","16600","16232","Charente","Nouvelle-Aquitaine","45.679504","0.273772","https://www.terra-aventura.fr/","Office de Tourisme du Pays d'Angoulême","2026-07-02T00:00:00.000Z","2026-07-03T06:09:42.927Z"
"Tèrra Aventura : Mystère en forêt de Boubon","ASCAQU087V504CFL","Produit","Pratique",,"Cussac","87150","87054","Haute-Vienne","Nouvelle-Aquitaine","45.669882","0.834699","https://www.terra-aventura.fr/caches/en-poste-dans-la-foret-de-boubon","OT Ouest Limousin","2026-06-19T00:00:00.000Z","2026-06-20T02:11:56.211Z"
"Tèrra Aventura - Saint-Julien-de-l'Escap","7897029","Lieu","Site sportif, récréatif et de loisirs",,"Saint-Julien-de-l'Escap","17400","17350","Charente-Maritime","Nouvelle-Aquitaine","45.933927","-0.494671","https://www.destinationvalsdesaintonge.com/,https://www.terra-aventura.fr/","Office de Tourisme des Vals de Saintonge","2026-06-27T00:00:00.000Z","2026-06-27T06:27:56.712Z"
"Tèrra Aventura - Saint-Savinien-sur-Charente","5859885","Lieu","Site sportif, récréatif et de loisirs",,"Saint-Savinien","17350","17397","Charente-Maritime","Nouvelle-Aquitaine","45.879469","-0.679295","https://www.destinationvalsdesaintonge.com/,https://www.terra-aventura.fr/","Office de Tourisme des Vals de Saintonge","2026-01-09T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra aventura - Saint-Jean-d'Angély","5859880","Lieu","Site sportif, récréatif et de loisirs",,"Saint-Jean-d'Angély","17400","17347","Charente-Maritime","Nouvelle-Aquitaine","45.942737","-0.524428","https://www.destinationvalsdesaintonge.com/,https://www.terra-aventura.fr/","Office de Tourisme des Vals de Saintonge","2026-06-05T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Géocaching Terra Aventura : Le coteau se rebiffe","5758045","Lieu","Site sportif, récréatif et de loisirs",,"Juignac","16190","16170","Charente","Nouvelle-Aquitaine","45.378033","0.163736","https://www.sudcharentetourisme.fr/","Office de tourisme du Sud Charente","2025-02-19T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Géocaching Terra Aventura : La cornuelle royale","5758043","Lieu","Site sportif, récréatif et de loisirs",,"Villebois-Lavalette","16320","16408","Charente","Nouvelle-Aquitaine","45.481976","0.277526","https://www.sudcharentetourisme.fr/","Office de tourisme du Sud Charente","2025-02-19T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura - Un grain de sel dans ma Gabelle","5782951","Lieu","Site sportif, récréatif et de loisirs",,"Mornac-sur-Seudre","17113","17247","Charente-Maritime","Nouvelle-Aquitaine","45.708126","-1.028292",,"Royan Atlantique","2023-01-17T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Geocaching Tèrra Aventura - Le miracle de la Seugne","5893101","Lieu","Site sportif, récréatif et de loisirs",,"Pons","17800","17283","Charente-Maritime","Nouvelle-Aquitaine","45.572981","-0.548696","https://www.terra-aventura.fr/","CDC de Haute Saintonge","2024-10-21T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura au Teich : ""Alerte à la Réserve !""","ASCAQU033V51941P","Produit","Pratique",,"Le Teich","33470","33527","Gironde","Nouvelle-Aquitaine","44.635606","-1.0208759",,"OT Le Teich","2026-07-01T00:00:00.000Z","2026-07-02T02:17:37.776Z"
"Terra Aventura : A la cache aux moules","5700386","Lieu","Site sportif, récréatif et de loisirs",,"Châtelaillon-Plage","17340","17094","Charente-Maritime","Nouvelle-Aquitaine","46.05399","-1.088972",,"Office de Tourisme de Châtelaillon-Plage","2026-05-15T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura : Sancie sauvée des z'eaux","ASCAQU064V5A9Y0M","Produit","Pratique",,"Sauveterre-de-Béarn","64390","64513","Pyrénées-Atlantiques","Nouvelle-Aquitaine","43.399425","-0.93894",,"OT Béarn des Gaves","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Géocaching Terra Aventura : le tombeau de la discorde","ASCAQU064V5A8UK1","Produit","Pratique",,"Lescar","64230","64335","Pyrénées-Atlantiques","Nouvelle-Aquitaine","43.333451","-0.434243","https://www.terra-aventura.fr/","OT Pau","2026-06-03T00:00:00.000Z","2026-06-27T02:27:42.240Z"
"Terra Aventura : ""Court-circuit dans ta street""","ASCAQU033V51A1BB","Produit","Pratique",,"Arès","33740","33011","Gironde","Nouvelle-Aquitaine","44.764441","-1.142052",,"Office de Tourisme d'Arès","2026-02-24T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura : Givray chercher les Z'Ingredients","ASCAQU086V502F83","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Ligugé","86240","86133","Vienne","Nouvelle-Aquitaine","46.532597","0.333675","https://www.terra-aventura.fr/parcours","Office de Tourisme de Grand Poitiers","2026-06-16T00:00:00.000Z","2026-06-17T03:11:07.692Z"
"Geocaching : Terra Aventura - La main dans l'essac","5700338","Lieu","Site sportif, récréatif et de loisirs",,"Mosnac-Saint-Simeux","16120","16233","Charente","Nouvelle-Aquitaine","45.628864","-0.027237","https://www.terra-aventura.fr/","Destination Cognac","2025-12-18T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Geocaching : Terra Aventura - Panique à l'alambic","5700347","Lieu","Site sportif, récréatif et de loisirs",,"Segonzac","16130","16366","Charente","Nouvelle-Aquitaine","45.617721","-0.218194","https://www.terra-aventura.fr/","Destination Cognac","2025-12-18T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura : Zéchopp, l'écro qui vous croque !","ASCAQU024V50GQSI","Produit","Pratique",,"Monpazier","24540","24280","Dordogne","Nouvelle-Aquitaine","44.770052","0.76933399","https://www.terra-aventura.fr/caches/zechopp-lescroc-qui-vous-croque","Pays de Bergerac, Vignoble & Bastides","2025-01-10T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Circuit Tèrra Aventura : Poupou sur la Garonne","ASCAQU047V50FM6E","Produit","Pratique",,"Agen","47000","47001","Lot-et-Garonne","Nouvelle-Aquitaine","44.200989","0.631076","http://www.destination-agen.fr/,https://www.terra-aventura.fr/","OT Destination Agen","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.123Z"
"Terra Aventura : Bisca donne des z’ailes","ASCAQU040V50RHSD","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs",,"Biscarrosse","40600","40046","Landes","Nouvelle-Aquitaine","44.3886335","-1.1799082","https://www.terra-aventura.fr/","OT Grands Lacs","2024-11-17T00:00:00.000Z","2026-06-27T02:27:42.247Z"
"Terra Aventura - Têtu comme un Bidachot","ASCAQU064V5B71E0","Produit","Pratique",,"Bidache","64520","64123","Pyrénées-Atlantiques","Nouvelle-Aquitaine","43.483811","-1.1407936","https://www.terra-aventura.fr/","Office de Tourisme Pays Basque","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : Zabeth prend les eaux","ASCAQU040V50RL8A","Produit","Pratique",,"Dax","40100","40088","Landes","Nouvelle-Aquitaine","43.7122201","-1.0749671","https://www.terra-aventura.fr/","OT Grand Dax","2025-01-10T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : Le Mercadiou tourne en barrique !","ASCAQU033V50ZDC8","Produit","Pratique",,"Saint-Macaire","33490","33435","Gironde","Nouvelle-Aquitaine","44.56482","-0.2269","https://www.lagirondedusud.com/","La Gironde du Sud","2026-07-29T00:00:00.000Z","2026-07-30T02:07:09.275Z"
"Geocaching Tèrra Aventura - L'attaque du crocothemis","5893106","Lieu","Site sportif, récréatif et de loisirs",,"Soubran","17150","17430","Charente-Maritime","Nouvelle-Aquitaine","45.365227","-0.529406","https://www.terra-aventura.fr/","CDC de Haute Saintonge","2024-10-21T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura - Tout le Talon du monde","5959687","Lieu","Site sportif, récréatif et de loisirs",,"Talmont-sur-Gironde","17120","17437","Charente-Maritime","Nouvelle-Aquitaine","45.53588","-0.904435",,"Royan Atlantique","2024-06-21T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Géocaching Terra Aventura : Barbezieux, la créative !","5758042","Lieu","Site sportif, récréatif et de loisirs",,"Barbezieux-Saint-Hilaire","16300","16028","Charente","Nouvelle-Aquitaine","45.47292","-0.15712","https://boutique.sudcharentetourisme.fr/billetterie","Office de tourisme du Sud Charente","2025-03-24T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura : Un bain d'eau de velours","ASCAQU086V5010TT","Produit,Lieu","Location,Pratique,Prestataire d'activité,Site sportif, récréatif et de loisirs,Service pratique","Location de matériel","La Roche-Posay","86270","86207","Vienne","Nouvelle-Aquitaine","46.7858128","0.81159811","https://www.terra-aventura.fr/","Office de Tourisme & du Thermalisme La Roche Posay","2026-06-16T00:00:00.000Z","2026-06-17T03:11:07.693Z"
"Tèrra Aventura : Mélusine est de retour !","ASCAQU086V501AE8","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Lusignan","86600","86139","Vienne","Nouvelle-Aquitaine","46.43471","0.122455","https://www.terra-aventura.fr/parcours","Office de Tourisme de Grand Poitiers","2026-06-16T00:00:00.000Z","2026-06-17T03:11:07.693Z"
"Tèrra Aventura : L'Affaire Jaune Tournesol","ASCAQU086V501ADO","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Saint-Benoît","86280","86214","Vienne","Nouvelle-Aquitaine","46.5498","0.33998","https://www.terra-aventura.fr/parcours","Office de Tourisme de Grand Poitiers","2026-06-16T00:00:00.000Z","2026-06-17T03:11:07.692Z"
"Tèrra Aventura : Néomaye aux pieds palmés","ASCAQU086V5012MW","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Scorbé-Clairvaux","86140","86258","Vienne","Nouvelle-Aquitaine","46.8247652","0.41758923","https://www.tourisme-chatellerault.fr/,https://www.terra-aventura.fr/parcours","Office de Tourisme de Grand Châtellerault","2026-06-16T00:00:00.000Z","2026-06-17T03:11:07.692Z"
"Tèrra Aventura : Les jours d'Angles sont contés","ASCAQU086V5012MX","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Angles-sur-l'Anglin","86260","86004","Vienne","Nouvelle-Aquitaine","46.694609","0.8863226","https://www.tourisme-chatellerault.fr/,https://www.terra-aventura.fr/parcours","Office de Tourisme de Grand Châtellerault","2026-06-16T00:00:00.000Z","2026-06-27T02:27:42.244Z"
"Tèrra Aventura : Hermeline, à la belle étoile...","ASCAQU087V5019YE","Produit","Pratique",,"Bussière-Galant","87230","87027","Haute-Vienne","Nouvelle-Aquitaine","45.6145837","1.03302837","https://www.terra-aventura.fr/caches/hermeline-la-belle-etoile","OT Pays de Nexon - Monts de Châlus","2026-01-01T00:00:00.000Z","2026-06-27T02:27:42.245Z"
"Séjour Terra Aventura en Terres de Chalosse","OP031AQU040V50XHJE","Produit",,,"Montfort-en-Chalosse","40380","40194","Landes","Nouvelle-Aquitaine","43.7088391","-0.8318695","https://www.lescheminsdeberdis.fr/reservation-en-ligne.html,https://www.lescheminsdeberdis.fr/,https://www.lescheminsdeberdis.fr/reservation-en-ligne.html,https://www.lescheminsdeberdis.fr/","CDT 40","2025-11-30T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Séjour Terra Aventura dans la Vallée du Kiwi","OP031AQU040V50W7SB","Produit",,,"Bélus","40300","40034","Landes","Nouvelle-Aquitaine","43.589153","-1.114072","https://naxiresa.inaxel.com/etape1-criteres.php?compte=comtesse,https://campinglacomtesse.com/,https://naxiresa.inaxel.com/etape1-criteres.php?compte=comtesse,https://campinglacomtesse.com/","CDT 40","2025-11-30T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Séjour Terra Aventura en Landes d'Armagnac","OP031AQU040V50W7U8","Produit",,,"Roquefort","40120","40245","Landes","Nouvelle-Aquitaine","44.03324","-0.32235","https://www.lestvincent.com/les-chambres,https://www.lestvincent.com/,https://www.lestvincent.com/les-chambres,https://www.lestvincent.com/","CDT 40","2025-11-30T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : laisse pas tomber l'espadrille !","ASCAQU064V5BRH6E","Produit","Pratique",,"Mauléon-Licharre","64130","64371","Pyrénées-Atlantiques","Nouvelle-Aquitaine","43.21959","-0.88869","https://www.terra-aventura.fr/parcours","Office de Tourisme Pays Basque","2026-01-01T00:00:00.000Z","2026-06-27T02:27:42.244Z"
"Séjour Terra Aventura en Landes Chalosse","OP031AQU040V50W7N5","Produit",,,"Amou","40330","40002","Landes","Nouvelle-Aquitaine","43.593004","-0.747187","https://www.logishotels.com/fr/hotel/hotel-le-commerce-1316?no_dates=1,https://hotel-commerce-darracq.com/chambres-amou-chalosse-sud-landes/,https://www.logishotels.com/fr/hotel/hotel-le-commerce-1316?no_dates=1,https://hotel-commerce-darracq.com/chambres-amou-chalosse-sud-landes/","CDT 40","2025-11-28T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Séjour Terra Aventura dans les Grands Lacs","OP031AQU040V50XFNU","Produit",,,"Parentis-en-Born","40160","40217","Landes","Nouvelle-Aquitaine","44.3517677","-1.1098329","https://www.camping-calede.com/,https://www.camping-calede.com/","CDT 40","2025-11-30T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : Zellé, mesfia-té...","ASCAQU024V50L0YQ","Produit","Pratique",,"Abjat-sur-Bandiat","24300","24001","Dordogne","Nouvelle-Aquitaine","45.585655","0.758199",,"Parc Naturel Régional Périgord-Limousin","2026-01-01T00:00:00.000Z","2026-06-27T02:27:42.241Z"
"Géocaching Terra Aventura - ""Cigognes à bord""","7949365","Lieu","Site sportif, récréatif et de loisirs",,"Saint-Fort-sur-Gironde","17240","17328","Charente-Maritime","Nouvelle-Aquitaine","45.429303","-0.755925","https://www.terra-aventura.fr/","CDC de Haute Saintonge","2026-08-12T00:00:00.000Z","2026-08-13T07:36:48.888Z"
"Terra Aventura : Terra sunt, ou l'or de Sorus","ASCAQU024V50F9JX","Produit","Pratique",,"Terrasson-Lavilledieu","24120","24547","Dordogne","Nouvelle-Aquitaine","45.120748","1.304517",,"Vézère Périgord Noir","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : ""Sous les yeux de la bonne mer""","ASCAQU033V50LKXF","Produit","Pratique",,"Plassac","33390","33325","Gironde","Nouvelle-Aquitaine","45.1023835","-0.6472453","https://www.terra-aventura.fr/","OT Blaye","2026-01-12T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Circuit Tèrra Aventura : Elu roi des menteurs !","ASCAQU047V50B273","Produit","Pratique",,"Moncrabeau","47600","47174","Lot-et-Garonne","Nouvelle-Aquitaine","44.034438","0.372022","https://albret-tourisme.com/terra-aventura-en-albret/,https://www.terra-aventura.fr/","OT de l'Albret","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.124Z"
"Circuit Tèrra Aventura : Et qué s’appelerio Garonne !","ASCAQU047V50936W","Produit","Pratique",,"Couthures-sur-Garonne","47180","47074","Lot-et-Garonne","Nouvelle-Aquitaine","44.5144758","0.07879293","https://www.valdegaronne-tourisme.com/,https://www.terra-aventura.fr/","OT Val de Garonne","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.123Z"
"Circuit Tèrra Aventura : Les reliques de Saint-Louis","ASCAQU047V5091XO","Produit","Pratique",,"Lamontjoie","47310","47133","Lot-et-Garonne","Nouvelle-Aquitaine","44.0749128","0.52099635","https://albret-tourisme.com/terra-aventura-en-albret/,https://www.terra-aventura.fr/","OT de l'Albret","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.124Z"
"Circuit Tèrra Aventura : Le chevalier Pomme d'Amour","ASCAQU047V5091Y3","Produit","Pratique",,"Marmande","47200","47157","Lot-et-Garonne","Nouvelle-Aquitaine","44.4980685","0.1653247","https://www.valdegaronne-tourisme.com/,https://www.terra-aventura.fr/","OT Val de Garonne","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.123Z"
"Circuit Tèrra Aventura : Lord in danger","ASCAQU047V5091XT","Produit","Pratique",,"Bruch","47130","47041","Lot-et-Garonne","Nouvelle-Aquitaine","44.2054372","0.41178753","https://albret-tourisme.com/terra-aventura-en-albret/,https://www.terra-aventura.fr/","OT de l'Albret","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.123Z"
"Circuit Tèrra Aventura : La tournée des grands ducs","ASCAQU047V50ARIW","Produit","Pratique",,"Lauzun","47410","47142","Lot-et-Garonne","Nouvelle-Aquitaine","44.6280903","0.45712223","http://www.paysdelauzun.com/,https://www.terra-aventura.fr/","OT du Pays de Lauzun","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.124Z"
"Terra Aventura : Quelques rayons de miel et de Sauternes","ASCAQU033V51AZ10","Produit","Pratique",,"Sauternes","33210","33504","Gironde","Nouvelle-Aquitaine","44.53088","-0.34305","http://www.lagirondedusud.com/","La Gironde du Sud","2026-08-03T00:00:00.000Z","2026-08-04T02:26:43.395Z"
"Parcours de Géocaching avec Terra Aventura ""Les durs de l'Atlantique""","ITIAQU064V5B252R","Itinéraire touristique","Itinéraire pédestre",,"Bidart","64210","64125","Pyrénées-Atlantiques","Nouvelle-Aquitaine","43.4383605","-1.5912044","http://www.bidarttourisme.com/","OT Bidart","2025-01-10T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Circuit Tèrra Aventura : Sous laplume de l'artiste","ASCAQU047V50LL7W","Produit","Pratique",,"Laplume","47310","47137","Lot-et-Garonne","Nouvelle-Aquitaine","44.1131031","0.5298053","http://www.destination-agen.fr/,https://www.terra-aventura.fr/","OT Destination Agen","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.123Z"
"Circuit Tèrra Aventura : Prayssas vous tient la grappe...","ASCAQU047V50IL52","Produit","Pratique",,"Prayssas","47360","47213","Lot-et-Garonne","Nouvelle-Aquitaine","44.2885039","0.50807023","http://www.tourisme-coeurlotetgaronne.fr/,https://www.terra-aventura.fr/","OT du Confluent et des Coteaux de Prayssas","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.123Z"
"Terra Aventura : Qui a volé la plume de Montesquieu ?","ASCAQU033V513B6G","Produit","Pratique",,"La Brède","33650","33213","Gironde","Nouvelle-Aquitaine","44.6806855","-0.5221391","http://www.sud-bordeaux-tourisme.com/","Sud Bordeaux Tourisme","2026-07-11T00:00:00.000Z","2026-07-12T02:20:17.073Z"
"Tèrra Aventura : Bon vent sur les Bords de Vienne","ASCAQU087V500JLU","Produit","Pratique",,"Limoges","87000","87085","Haute-Vienne","Nouvelle-Aquitaine","45.83401","1.27635","https://www.terra-aventura.fr/caches/bon-vent-sur-les-bords-de-vienne","OT Limoges Métropole","2025-10-18T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Géocaching Terra Aventura -Qui veille sur la « vieille dame » ?-","6549194","Lieu","Site sportif, récréatif et de loisirs",,"Montguyon","17270","17241","Charente-Maritime","Nouvelle-Aquitaine","45.216629","-0.18768","https://www.terra-aventura.fr/","CDC de Haute Saintonge","2026-08-12T00:00:00.000Z","2026-08-13T07:36:48.900Z"
