"Nom","Identifiant","Type","Sous-type","Sous-type","Commune","Code postal","Code INSEE","Département","Région","Latitude","Longitude","Site internet","Créateur","Mise à jour","Mise à jour DATAtourisme"
"Tèrra Aventura : Gare à la Trempette !","ASCAQU086V5017CI","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Saint-Pierre-de-Maillé","86260","86236","Vienne","Nouvelle-Aquitaine","46.68405","0.83929","https://www.sudviennepoitou.com/,https://www.terra-aventura.fr/parcours","Office de Tourisme Sud Vienne Poitou","2026-06-16T00:00:00.000Z","2026-06-27T02:27:42.240Z"
"Tèrra Aventura : Au Bal Marçay !","ASCAQU086V50184A","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Marçay","86370","86145","Vienne","Nouvelle-Aquitaine","46.46294","0.23156","https://www.terra-aventura.fr/parcours","Office de Tourisme des Vallées du Clain","2026-06-16T00:00:00.000Z","2026-06-17T03:11:07.692Z"
"Tèrra Aventura - Cordouan en VUE(s) !","6473702","Lieu","Site sportif, récréatif et de loisirs",,"Royan","17200","17306","Charente-Maritime","Nouvelle-Aquitaine","45.618245","-1.031723","https://www.royanatlantique.fr/","Royan Atlantique","2023-04-13T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura ""Fracas au Braca""","ASCAQU064V5AF9A9","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Arette","64570","64040","Pyrénées-Atlantiques","Nouvelle-Aquitaine","42.977603","-0.744861","https://www.terra-aventura.fr/","Office de Tourisme du Haut-Béarn","2026-01-01T00:00:00.000Z","2026-06-27T02:27:42.242Z"
"Terra Aventura : Au Four et au Moulin","ASCAQU024V50D6BM","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","La Tour-Blanche-Cercles","24320","24554","Dordogne","Nouvelle-Aquitaine","45.3658304","0.44609099","https://www.perigord-inattendu.fr/","Val de Dronne","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : C'est en forgeant ...","ASCAQU024V50D68R","Produit","Pratique",,"Savignac-Lédrier","24270","24526","Dordogne","Nouvelle-Aquitaine","45.3677021","1.21418824","https://www.naturellementperigord.fr/","Isle-Auvézère","2025-07-10T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura ""A la soupe""","ASCAQU064V5AR9T6","Produit","Pratique",,"Sainte-Colome","64260","64473","Pyrénées-Atlantiques","Nouvelle-Aquitaine","43.101835","-0.404177","https://www.terra-aventura.fr/","OT Vallée d'Ossau Pyrénées","2026-01-03T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : ""Le Jurançon du succés""","ASCAQU064V5AR5X5","Produit","Pratique",,"Monein","64360","64393","Pyrénées-Atlantiques","Nouvelle-Aquitaine","43.3247437","-0.5795463","https://www.coeurdebearn.com/","OT Coeur de Béarn","2026-04-13T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura ""Les clés du Ségrari""","ASCAQU064V5ARA40","Produit","Pratique",,"Bielle","64260","64127","Pyrénées-Atlantiques","Nouvelle-Aquitaine","43.055106","-0.432195","https://www.terra-aventura.fr/","OT Vallée d'Ossau Pyrénées","2026-01-03T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura ""Transhumance à bicyclette""","ASCAQU064V5ARA5N","Produit","Pratique",,"Buzy","64260","64157","Pyrénées-Atlantiques","Nouvelle-Aquitaine","43.159526","-0.425753","https://www.terra-aventura.fr/","OT Vallée d'Ossau Pyrénées","2026-01-03T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : ""Via Lemovicensis""","ASCAQU064V5ATAIE","Produit","Pratique",,"Orthez","64300","64430","Pyrénées-Atlantiques","Nouvelle-Aquitaine","43.4901535","-0.7705743","https://www.coeurdebearn.com/","OT Coeur de Béarn","2026-04-13T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : Une offre canon !","ASCAQU024V50GK8S","Produit","Pratique",,"Cubjac-Auvézère-Val d'Ans","24640","24147","Dordogne","Nouvelle-Aquitaine","45.226234","0.984522",,"Isle-Auvézère","2025-07-10T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : un drakkar sur mon Isle...","ASCAQU033V50WXM6","Produit","Pratique",,"Guîtres","33230","33198","Gironde","Nouvelle-Aquitaine","45.0393052","-0.1862953","http://www.tourisme-libournais.com/","OTI du Libournais","2026-02-27T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : Allez les petits","ASCAQU040V50O8CM","Produit","Pratique",,"Soustons","40140","40310","Landes","Nouvelle-Aquitaine","43.7550777","-1.3312281","https://www.terra-aventura.fr/","OTI LAS","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : Priorité à babord","ASCAQU040V50O8CP","Produit","Pratique",,"Saubusse","40180","40293","Landes","Nouvelle-Aquitaine","43.6563076","-1.1873339","https://www.terra-aventura.fr/","OTI LAS","2025-07-10T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : Le Petit Squiroù","ASCAQU040V50O85D","Produit","Pratique",,"Moliets-et-Maa","40660","40187","Landes","Nouvelle-Aquitaine","43.8505475","-1.3607104","https://www.terra-aventura.fr/","OTI LAS","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura : À cheval sur les mots...","ASCAQU086V503E56","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Les Ormes","86220","86183","Vienne","Nouvelle-Aquitaine","46.97363","0.603388","https://www.tourisme-chatellerault.fr/,https://www.terra-aventura.fr/parcours","Office de Tourisme de Grand Châtellerault","2026-06-22T00:00:00.000Z","2026-06-27T02:27:42.239Z"
"Tèrra Aventura : L’Apprentie Dragonologue","ASCAQU086V502SDP","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Civaux","86320","86077","Vienne","Nouvelle-Aquitaine","46.444209","0.664866","https://www.terra-aventura.fr/parcours","Office de Tourisme Sud Vienne Poitou","2026-06-16T00:00:00.000Z","2026-06-17T03:11:07.692Z"
"Terra Aventura La Rosière à rosier...","7430980","Lieu","Site sportif, récréatif et de loisirs",,"Châtelaillon-Plage","17340","17094","Charente-Maritime","Nouvelle-Aquitaine","46.105817","-1.056528",,"Office de Tourisme de Châtelaillon-Plage","2025-06-27T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura : La bande à Burgou","ASCAQU087V503DAW","Produit","Pratique",,"Dournazac","87230","87060","Haute-Vienne","Nouvelle-Aquitaine","45.6575853","0.88396853","https://www.terra-aventura.fr/caches/la-bande-a-burgou","OT Pays de Nexon - Monts de Châlus","2026-04-13T00:00:00.000Z","2026-06-27T02:27:42.247Z"
"Tèrra Aventura - Qui vole un oeuf...","5832514","Lieu","Site sportif, récréatif et de loisirs",,"Marans","17230","17218","Charente-Maritime","Nouvelle-Aquitaine","46.308928","-0.99327","https://www.aunis-maraispoitevin.com/","Le Comptoir Local® - Office de Tourisme Aunis Marais Poitevin","2022-12-02T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura - Les Moutonniers de l'Estuaire","5772321","Lieu","Site sportif, récréatif et de loisirs",,"Mortagne-sur-Gironde","17120","17248","Charente-Maritime","Nouvelle-Aquitaine","45.477107","-0.79523",,"Royan Atlantique","2023-01-17T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura - Tonnay-Boutonne","5859889","Lieu","Site sportif, récréatif et de loisirs",,"Tonnay-Boutonne","17380","17448","Charente-Maritime","Nouvelle-Aquitaine","45.96762","-0.706472","https://www.destinationvalsdesaintonge.com/,https://www.terra-aventura.fr/","Office de Tourisme des Vals de Saintonge","2026-01-09T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Parcours Géocaching Tèrra Aventura","5761146","Lieu","Site sportif, récréatif et de loisirs",,"Rochefort","17300","17299","Charente-Maritime","Nouvelle-Aquitaine","45.939117","-0.965474","https://www.rochefort-ocean.com/,https://www.terra-aventura.fr/","Office de Tourisme Rochefort Océan","2026-01-09T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Térra aventura - Aulnay-de-Saintonge","5859484","Lieu","Site sportif, récréatif et de loisirs",,"Aulnay","17470","17024","Charente-Maritime","Nouvelle-Aquitaine","46.022935","-0.354897","https://www.destinationvalsdesaintonge.com/,https://www.terra-aventura.fr/","Office de Tourisme des Vals de Saintonge","2026-07-03T00:00:00.000Z","2026-07-04T06:08:31.884Z"
"Tèrra Aventura - Surgères, inspire-moi!","5832895","Lieu","Site sportif, récréatif et de loisirs",,"Surgères","17700","17434","Charente-Maritime","Nouvelle-Aquitaine","46.105104","-0.752233","https://www.aunis-maraispoitevin.com/","Le Comptoir Local® - Office de Tourisme Aunis Marais Poitevin","2021-06-09T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Parcours Géocaching Tèrra Aventura","5761145","Lieu","Site sportif, récréatif et de loisirs",,"Tonnay-Charente","17430","17449","Charente-Maritime","Nouvelle-Aquitaine","45.944518","-0.893173","https://www.rochefort-ocean.com/,https://www.terra-aventura.fr/","Office de Tourisme Rochefort Océan","2026-01-09T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra aventura - La Jarrie-Audouin","5859860","Lieu","Site sportif, récréatif et de loisirs",,"La Jarrie-Audouin","17330","17195","Charente-Maritime","Nouvelle-Aquitaine","46.028991","-0.48761","https://www.destinationvalsdesaintonge.com/,https://www.terra-aventura.fr/","Office de Tourisme des Vals de Saintonge","2026-06-25T00:00:00.000Z","2026-06-25T06:09:08.890Z"
"Tèrra Aventura : La carapate de la tortue","ASCAQU064V5A9XZJ","Produit","Pratique",,"Navarrenx","64190","64416","Pyrénées-Atlantiques","Nouvelle-Aquitaine","43.323199","-0.762311",,"OT Béarn des Gaves","2026-01-13T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : Retour aux sources","ASCAQU024V50EZXF","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs",,"Eyraud-Crempse-Maurens","24130","24259","Dordogne","Nouvelle-Aquitaine","44.9408595","0.44122897","https://www.terra-aventura.fr/comment-jouer","Vallée de l'Isle en Périgord","2026-06-24T00:00:00.000Z","2026-07-28T02:24:08.491Z"
"Terra Aventura : Daglan, capitale","ASCAQU024V50MPWN","Produit","Pratique",,"Daglan","24250","24150","Dordogne","Nouvelle-Aquitaine","44.74271","1.19053",,"Périgord Noir Vallée Dordogne","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : La bête dans le guidon","5700546","Lieu","Site sportif, récréatif et de loisirs",,"Châtelaillon-Plage","17340","17094","Charente-Maritime","Nouvelle-Aquitaine","46.078322","-1.091045",,"Office de Tourisme de Châtelaillon-Plage","2026-05-15T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : Au Nom de la Rose","ASCAQU033V50X4WR","Produit","Pratique",,"Vertheuil","33180","33545","Gironde","Nouvelle-Aquitaine","45.25043","-0.83469","https://www.terra-aventura.fr/parcours","OT Médoc-Vignoble","2026-05-28T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : Altus et ""Fortiche""","ASCAQU024V50GP99","Produit","Pratique",,"Hautefort","24390","24210","Dordogne","Nouvelle-Aquitaine","45.2595246","1.1490616",,"Vézère Périgord Noir","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : 1,2,3... Barthais","ASCAQU040V50RBNV","Produit","Pratique",,"Josse","40230","40129","Landes","Nouvelle-Aquitaine","43.629929","-1.226676","https://www.terra-aventura.fr/","OTI LAS","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : ""Cyprès du but...""","ASCAQU033V50Z5EC","Produit","Pratique",,"Cenon","33150","33119","Gironde","Nouvelle-Aquitaine","44.8583","-0.53053","https://www.terra-aventura.fr/","OT Bordeaux Métropole","2026-01-06T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura : ""La tête dans les z’étoiles""","ASCAQU033V50Z5EH","Produit","Pratique",,"Floirac","33270","33167","Gironde","Nouvelle-Aquitaine","44.83939","-0.51644","https://www.terra-aventura.fr/","OT Bordeaux Métropole","2026-01-06T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : Le périple du légionnaire","ASCAQU040V50RL7N","Produit","Pratique",,"Dax","40100","40088","Landes","Nouvelle-Aquitaine","43.7129299","-1.0500122","https://www.terra-aventura.fr/","OT Grand Dax","2025-01-10T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : La tourbière aux sesterces","ASCAQU040V50RL9C","Produit","Pratique",,"Mées","40990","40179","Landes","Nouvelle-Aquitaine","43.7085592","-1.1208751","https://www.terra-aventura.fr/","OT Grand Dax","2025-01-10T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : Les bâtisseurs de Christus","ASCAQU040V50RL8L","Produit","Pratique",,"Saint-Paul-lès-Dax","40990","40279","Landes","Nouvelle-Aquitaine","43.7352633","-1.0672422","https://www.terra-aventura.fr/","OT Grand Dax","2025-01-10T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : Para' Siempre","ASCAQU024V50HZMO","Produit","Pratique",,"Salagnac","24160","24515","Dordogne","Nouvelle-Aquitaine","45.311843","1.196951","https://www.naturellementperigord.fr/","Isle-Auvézère","2025-07-10T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : Le Roi des Mapuches","ASCAQU024V50I1UA","Produit","Pratique",,"Tourtoirac","24390","24555","Dordogne","Nouvelle-Aquitaine","45.27074","1.05883",,"Vézère Périgord Noir","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Parcours Géocaching Tèrra Aventura","5761144","Lieu","Site sportif, récréatif et de loisirs",,"Fouras","17450","17168","Charente-Maritime","Nouvelle-Aquitaine","45.985791","-1.096897","https://www.rochefort-ocean.com/,https://www.terra-aventura.fr/","Office de Tourisme Rochefort Océan","2026-01-09T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura : Cordouan En Vue(s)","ASCAQU033V513YFW","Produit","Pratique",,"Le Verdon-sur-Mer","33123","33544","Gironde","Nouvelle-Aquitaine","45.54552","-1.06281","https://www.terra-aventura.fr/","OT Médoc Atlantique","2026-01-06T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura : La Grande Illuz'ion !","ASCAQU086V501AEE","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Vouneuil-sous-Biard","86580","86297","Vienne","Nouvelle-Aquitaine","46.5681728","0.272166","https://www.terra-aventura.fr/parcours","Office de Tourisme de Grand Poitiers","2026-08-10T00:00:00.000Z","2026-08-11T02:02:15.314Z"
"Tèrra Aventura : La sorcière des troglo’","ASCAQU086V5012MY","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Saint-Rémy-sur-Creuse","86220","86241","Vienne","Nouvelle-Aquitaine","46.9531675","0.695616305","https://www.tourisme-chatellerault.fr/,https://www.terra-aventura.fr/parcours","Office de Tourisme de Grand Châtellerault","2026-06-16T00:00:00.000Z","2026-06-17T03:11:07.692Z"
"Tèrra Aventura : Surchauffe à la Manu !","ASCAQU086V5012MV","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Châtellerault","86100","86066","Vienne","Nouvelle-Aquitaine","46.8201596","0.54202957","https://www.tourisme-chatellerault.fr/,https://www.terra-aventura.fr/parcours","Office de Tourisme de Grand Châtellerault","2026-06-16T00:00:00.000Z","2026-06-17T03:11:07.693Z"
"Tèrra Aventura : Tous à la Guinguette","ASCAQU086V5016DB","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Cenon-sur-Vienne","86530","86046","Vienne","Nouvelle-Aquitaine","46.773131","0.53611848","https://www.tourisme-chatellerault.fr/,https://www.terra-aventura.fr/parcours","Office de Tourisme de Grand Châtellerault","2026-06-16T00:00:00.000Z","2026-06-17T03:11:07.692Z"
"Terra Aventura : Beauséjour à Châtel","5700446","Lieu","Site sportif, récréatif et de loisirs",,"Châtelaillon-Plage","17340","17094","Charente-Maritime","Nouvelle-Aquitaine","46.08305","-1.096724",,"Office de Tourisme de Châtelaillon-Plage","2026-05-15T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Parcours Terra Aventura "" Que la forge soit avec vous ! ""","ASCAQU040V5125T6","Produit","Pratique",,"Brocas","40420","40056","Landes","Nouvelle-Aquitaine","44.044421","-0.536071",,"OT Cœur Haute Lande","2026-05-12T00:00:00.000Z","2026-06-27T02:27:42.247Z"
"Circuit Tèrra Aventura : Une louve dans la bastide","ASCAQU047V50B28U","Produit","Pratique",,"Vianne","47230","47318","Lot-et-Garonne","Nouvelle-Aquitaine","44.1971751","0.32046601","https://albret-tourisme.com/terra-aventura-en-albret/,https://www.terra-aventura.fr/","OT de l'Albret","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.123Z"
"Séjour Terra Aventura en Landes d'Armagnac","OP031AQU040V512Q38","Produit",,,"Créon-d'Armagnac","40240","40087","Landes","Nouvelle-Aquitaine","43.99459","-0.105553","https://www.lepoutic.fr/,https://www.lepoutic.fr/","CDT 40","2025-12-02T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Séjour Terra Aventura en Landes Chalosse","OP031AQU040V50YH25","Produit",,,"Hagetmau","40700","40119","Landes","Nouvelle-Aquitaine","43.657132","-0.591035","https://pbbats.wixsite.com/chambre-dhotes-bats,https://pbbats.wixsite.com/chambre-dhotes-bats","CDT 40","2025-12-02T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Circuit Tèrra Aventura : Caudecoste à l'essai !","ASCAQU047V50NGLB","Produit","Pratique",,"Caudecoste","47220","47060","Lot-et-Garonne","Nouvelle-Aquitaine","44.1163303","0.73692546","http://www.destination-agen.fr/,https://www.terra-aventura.fr/","OT Destination Agen","2026-01-13T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Circuit Tèrra Aventura : Les pigments de Guyenne","ASCAQU047V5091VS","Produit","Pratique",,"Allemans-du-Dropt","47800","47005","Lot-et-Garonne","Nouvelle-Aquitaine","44.627846","0.288937","http://www.paysdelauzun.com/,https://www.terra-aventura.fr/","OT du Pays de Lauzun","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.123Z"
"Circuit Tèrra Aventura : Les barons aux fourneaux","ASCAQU047V5091YK","Produit","Pratique",,"Fumel","47500","47106","Lot-et-Garonne","Nouvelle-Aquitaine","44.4981757","0.96980502","http://www.tourisme-fumel.com/,https://www.terra-aventura.fr/","OT Vallée du Lot et Garonne","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.123Z"
"Circuit Tèrra Aventura : Gare aux barriques !","ASCAQU047V5093AZ","Produit","Pratique",,"Cocumont","47250","47068","Lot-et-Garonne","Nouvelle-Aquitaine","44.456262","0.01825989","https://www.valdegaronne-tourisme.com/,https://www.terra-aventura.fr/","OT Val de Garonne","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.123Z"
"Circuit Tèrra Aventura : Le nectar des Ducs","ASCAQU047V5091X1","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs",,"Duras","47120","47086","Lot-et-Garonne","Nouvelle-Aquitaine","44.676567","0.17945727","https://tourismeduras.com/,https://www.terra-aventura.fr/","OT du Pays de Duras - CDT47","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.123Z"
"Circuit Tèrra Aventura : Pérégrination fond’ente","ASCAQU047V50939X","Produit","Pratique",,"Clairac","47320","47065","Lot-et-Garonne","Nouvelle-Aquitaine","44.3601692","0.37624906","https://www.valdegaronne-tourisme.com/,https://www.terra-aventura.fr/","OT Val de Garonne","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.123Z"
"Circuit Tèrra Aventura : Sur le carreau de la halle","ASCAQU047V50AQXV","Produit","Pratique",,"Gontaud-de-Nogaret","47400","47110","Lot-et-Garonne","Nouvelle-Aquitaine","44.455481","0.29484186","https://www.valdegaronne-tourisme.com/,https://www.terra-aventura.fr/","OT Val de Garonne","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.123Z"
"Circuit Tèrra Aventura : Les lutins de Puychagut","ASCAQU047V50AP3A","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs",,"Loubès-Bernac","47120","47151","Lot-et-Garonne","Nouvelle-Aquitaine","44.7309525","0.29353176","https://tourismeduras.com/,https://www.terra-aventura.fr/","OT du Pays de Duras - CDT47","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.123Z"
"Tèrra Aventura : Un Mystère qui ne manque pas de piquant","ASCAQU024V50LDNZ","Produit","Pratique",,"Campagne","24260","24076","Dordogne","Nouvelle-Aquitaine","44.9067953","0.97473403","https://www.terra-aventura.fr/","OT Lascaux Dordogne Vallée Vézère","2026-05-13T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Circuit Tèrra Aventura : La Blanche évaz'ion","ASCAQU047V50IRQ3","Produit","Pratique",,"Sainte-Colombe-en-Bruilhois","47310","47238","Lot-et-Garonne","Nouvelle-Aquitaine","44.1781419","0.51487078","http://www.destination-agen.fr/,https://www.terra-aventura.fr/","OT Destination Agen","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.123Z"
"Terra Aventura - Artzaina eta ardiak","ASCAQU064V5AR4F2","Produit","Pratique",,"Mendive","64220","64379","Pyrénées-Atlantiques","Nouvelle-Aquitaine","43.0416151","-1.0737394",,"Office de Tourisme Pays Basque","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura : Limoges belle de nuit","ASCAQU087V500JL7","Produit","Pratique",,"Limoges","87000","87085","Haute-Vienne","Nouvelle-Aquitaine","45.82826","1.26388","https://www.terra-aventura.fr/caches/limoges-belle-de-nuit","OT Limoges Métropole","2025-10-18T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura : Retour à la belle époque !","ASCAQU087V500A9J","Produit","Pratique",,"Magnac-Laval","87190","87089","Haute-Vienne","Nouvelle-Aquitaine","46.167121","1.208379","https://www.terra-aventura.fr/caches/retour-la-belle-epoque","CRT_NA","2026-01-01T00:00:00.000Z","2026-07-03T02:18:24.776Z"
"Tèrra Aventura : Adhémar, sur les chapeaux de roues","ASCAQU087V500A9W","Produit","Pratique",,"Châlus","87230","87032","Haute-Vienne","Nouvelle-Aquitaine","45.6519887","0.97602049","https://www.terra-aventura.fr/caches/adhemar-sur-les-chapeaux-de-roues","CRT_NA","2026-01-01T00:00:00.000Z","2026-06-27T02:27:42.242Z"
"Tèrra Aventura : Châteauponsac, Perle de la Gartempe","ASCAQU087V500A7O","Produit","Pratique",,"Châteauponsac","87290","87041","Haute-Vienne","Nouvelle-Aquitaine","46.132683","1.27608776","https://www.terra-aventura.fr/caches/chateauponsac-perle-de-la-gartempe","CRT_NA","2026-07-20T00:00:00.000Z","2026-07-21T01:49:16.110Z"
"Tèrra Aventura : Au cœur de la Mer Morte","ASCAQU087V500A71","Produit","Pratique",,"Mortemart","87330","87101","Haute-Vienne","Nouvelle-Aquitaine","46.04114","0.95633","https://www.terra-aventura.fr/caches/au-coeur-de-la-mer-morte","CRT_NA","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura : Aux portes de la cité gantière","ASCAQU087V500AAU","Produit","Pratique",,"Saint-Junien","87200","87154","Haute-Vienne","Nouvelle-Aquitaine","45.8897275","0.90345982","https://www.terra-aventura.fr/caches/aux-portes-de-la-cite-gantiere","CRT_NA","2026-07-29T00:00:00.000Z","2026-07-30T02:07:09.275Z"
"Tèrra Aventura : La quête du château de Geoffroy","ASCAQU087V500A7M","Produit","Pratique",,"Châteauponsac","87290","87041","Haute-Vienne","Nouvelle-Aquitaine","46.131799","1.182458","https://www.terra-aventura.fr/caches/la-quete-du-chateau-de-geoffroy","CRT_NA","2026-01-01T00:00:00.000Z","2026-07-03T02:18:24.780Z"
"Tèrra Aventura : Nom de code : Bayeux","ASCAQU087V500A7P","Produit","Pratique",,"Châteauponsac","87290","87041","Haute-Vienne","Nouvelle-Aquitaine","46.087909","1.287318","https://www.terra-aventura.fr/caches/nom-de-code-bayeux","CRT_NA","2026-01-01T00:00:00.000Z","2026-07-03T02:18:24.781Z"
"Tèrra Aventura : Les empreintes de l’Ange doré","ASCAQU087V500A8Z","Produit","Pratique",,"Le Dorat","87210","87059","Haute-Vienne","Nouvelle-Aquitaine","46.2152871","1.07949962","https://www.terra-aventura.fr/caches/les-empreintes-de-lange-dore","CRT_NA","2026-07-10T00:00:00.000Z","2026-07-11T02:15:49.460Z"
"Tèrra Aventura : A la poursuite de la Mandragore","ASCAQU087V500A6Y","Produit","Pratique","Pratique libre","Val d'Issoire","87330","87097","Haute-Vienne","Nouvelle-Aquitaine","46.048721","0.85168744","https://www.terra-aventura.fr/caches/la-poursuite-de-la-mandragore","CRT_NA","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura : Qu'est-ce que c’est que ce Sirque ?","ASCAQU087V500A9V","Produit","Pratique",,"Nexon","87800","87106","Haute-Vienne","Nouvelle-Aquitaine","45.6764637","1.188669","https://www.terra-aventura.fr/caches/quest-ce-que-cest-que-ce-sirque","CRT_NA","2026-01-01T00:00:00.000Z","2026-06-27T02:27:42.244Z"
"Tèrra Aventura : Rien ne sert de courir...","ASCAQU087V500A6X","Produit","Pratique",,"Bellac","87300","87011","Haute-Vienne","Nouvelle-Aquitaine","46.1207167","1.0504833","https://www.terra-aventura.fr/caches/rien-ne-sert-de-courir","CRT_NA","2026-07-17T00:00:00.000Z","2026-07-18T02:27:57.396Z"
"Terra Aventura : Voyage au pays des fées","ASCAQU087V500A74","Produit","Pratique",,"Compreignac","87140","87047","Haute-Vienne","Nouvelle-Aquitaine","45.99247","1.27416","https://www.terra-aventura.fr/caches/voyage-au-pays-des-fees","CRT_NA","2026-06-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura : L'art contemporain à Eymoutiers","ASCAQU087V500A8H","Produit","Pratique",,"Eymoutiers","87120","87064","Haute-Vienne","Nouvelle-Aquitaine","45.7438465","1.7385944","https://www.terra-aventura.fr/caches/lart-contemporain-eymoutiers","CRT_NA","2026-01-01T00:00:00.000Z","2026-07-03T02:18:24.779Z"
"Terra Aventura - Irouléguy : petit mais costaud !","ASCAQU064V5BMX6X","Produit","Pratique",,"Irouléguy","64220","64274","Pyrénées-Atlantiques","Nouvelle-Aquitaine","43.17931","-1.29995","https://www.terra-aventura.fr/","Office de Tourisme Pays Basque","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Geocaching Terra Aventura: Le trou du loup","ASCAQU019V5007EV","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Sainte-Féréole","19270","19202","Corrèze","Nouvelle-Aquitaine","45.2218867","1.566201","https://www.terra-aventura.fr/","Brive Tourisme","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Geocaching Terra Aventura: Moustache Gracias","ASCAQU019V5007F0","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Brive-la-Gaillarde","19100","19031","Corrèze","Nouvelle-Aquitaine","45.1619281","1.53377311","https://www.terra-aventura.fr/","Brive Tourisme","2026-05-11T00:00:00.000Z","2026-01-01T00:00:00.000Z"
